created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Thu Jan 11 21:38:48 +0000 2024;1745560919541743978;@bbcmundo Esta es la solución. #EcuadorBajoAtaque https://t.co/NmrsCMDG7f;0;0;0;1;es;866604931;1745444333103264190;Elnico62;https://twitter.com/Elnico62/status/1745560919541743978
Thu Jan 11 21:38:46 +0000 2024;1745560911731884059;🇪🇨#EcuadorBajoAtaque #Ecuador #Guayaquil   Eso no te lo niego ya tengo informacion de gente que hace cola para quitarse eso incluyendo mujeres;0;0;0;4;es;1651797400363696128;1745560911731884059;NotiDebatientes;https://twitter.com/NotiDebatientes/status/1745560911731884059
Thu Jan 11 21:38:43 +0000 2024;1745560895969767539;#Ecuador Terroristas transportaban en vehículos  dinamita y tanques de gas licuado de petróleo (GLP) que “serían  utilizados como coche bomba” y para “realizar atentados terroristas” en #Ibarra #EcuadorBajoAtaque #reporte https://t.co/rpI3cRjqC9;0;0;1;0;es;1018917903478001664;1745560895969767539;ElNacionalNet;https://twitter.com/ElNacionalNet/status/1745560895969767539
Thu Jan 11 21:38:39 +0000 2024;1745560878970225006;"#EcuadorBajoAtaque #QuitoCiudadDePaz Correa""""Teleamazonas""  Felicitaciones...aparentemente son rateros comunes..Los GDO tienen estructuras más fuertes ..Hay que desactivar las BANDAS y sus vínculos con :  ✅️Fiscalia y Jueces ✅️@SNAI_ECU  ✅️Policia  ✅️Bancos  ✅️Prensa""";0;2;3;4;es;1263220807930646540;1745560878970225006;guseguemo;https://twitter.com/guseguemo/status/1745560878970225006
Thu Jan 11 21:38:37 +0000 2024;1745560873593147678;@CamachoYane Que los perdone Dios, pero yo no!!!!  Nos han jodido la vida  #Decreto111 Todo delincuente es terrorista. #ConflictoArmadoInterno  #terrorismo #EcuadorEnGuerra;0;0;2;5;es;541715779;1745526764368003506;textoenvivo;https://twitter.com/textoenvivo/status/1745560873593147678
Thu Jan 11 21:38:33 +0000 2024;1745560857034023341;"#Urgente || Un fuerte contingente policial y militar en Guayaquil, se dirige al sector de Socio Vivienda, donde se encuentran los principales líderes de la banda terrorista Los Tiguerones"".  #EcuadorBajoAtaqueTerrorista  #EcuadorExigeSeguridad  #FuerzaEcuador https://t.co/TQLBjGwp7V""";0;0;0;0;es;1661455196751372289;1745560857034023341;Montecristialfa;https://twitter.com/Montecristialfa/status/1745560857034023341
Thu Jan 11 21:37:36 +0000 2024;1745560617518248088;"#Urgente || Un fuerte contingente policial y militar en Guayaquil, se dirige al sector de Socio Vivienda, donde se encuentran los principales líderes de la banda terrorista Los Tiguerones"".  #EcuadorBajoAtaqueTerrorista  #EcuadorExigeSeguridad  #FuerzaEcuador https://t.co/KXFCvbidAA""";0;0;0;3;es;1653595421338378240;1745560617518248088;JaramijoNoti;https://twitter.com/JaramijoNoti/status/1745560617518248088
Thu Jan 11 21:37:33 +0000 2024;1745560604234924053;Señor permitenos disfrutar de mas presidentes como estos en toda latinoamericana. @nayibbukele @DanielNoboaOk  #EcuadorExigeSeguridad #EcuadorBajoAtaqueTerrorista #QuitoSeguro y Latam segura 💪 #madurodictador. #art350;0;0;0;0;es;1505313854703779846;1745560604234924053;soyvillafeliz;https://twitter.com/soyvillafeliz/status/1745560604234924053
Thu Jan 11 21:36:52 +0000 2024;1745560430288740515;Hoy hemos visto una maratón de entrevistas con el autócrata narcisista de Rafael Correa, un tipo despreciable en toda la palabra, al punto de convertirse en un psicópata por el poder . #EcuadorBajoAtaque 🚨⤵️;0;0;0;0;es;400357717;1745560430288740515;solecitohc;https://twitter.com/solecitohc/status/1745560430288740515
Thu Jan 11 21:36:44 +0000 2024;1745560396763685000;#EcuadorBajoAtaque #ecuador;0;0;0;1;qht;1745123281017970688;1745560396763685000;ELPODERLIBERTAD;https://twitter.com/ELPODERLIBERTAD/status/1745560396763685000
Thu Jan 11 21:36:26 +0000 2024;1745560320842588445;"#Urgente || Un fuerte contingente policial y militar en Guayaquil, se dirige al sector de Socio Vivienda, donde se encuentran los principales líderes de la banda terrorista Los Tiguerones"".  #EcuadorBajoAtaqueTerrorista  #EcuadorExigeSeguridad  #FuerzaEcuador https://t.co/4lHLv2AHzW""";0;0;0;4;es;1654603969551908870;1745560320842588445;Manabiec;https://twitter.com/Manabiec/status/1745560320842588445
Thu Jan 11 21:35:33 +0000 2024;1745560101677604991;Tiene problemas mentales. Súmale el odio que respira y la soledad en la que vive. Está acabado.#EcuadorBajoAtaque https://t.co/fA211wUgb3;0;0;0;0;es;3221409239;1745560101677604991;MrMoonEC;https://twitter.com/MrMoonEC/status/1745560101677604991
Thu Jan 11 21:34:54 +0000 2024;1745559936254243069;"#Urgente || Un fuerte contingente policial y militar en Guayaquil, se dirige al sector de Socio Vivienda, donde se encuentran los principales líderes de la banda terrorista Los Tiguerones"".  #EcuadorBajoAtaqueTerrorista  #EcuadorExigeSeguridad  #FuerzaEcuador https://t.co/mbdc2pLIwZ""";0;0;0;1;es;1653495083797303303;1745559936254243069;TamaInfor18;https://twitter.com/TamaInfor18/status/1745559936254243069
Thu Jan 11 21:34:36 +0000 2024;1745559859905352133;@radiocentroec @DanielNoboaOk Esa es la respuesta contundente y sin contemplación.  Con los terroristas NO SE NEGOCIA  NI SE ACEPTA CONDICIONES!!! #EcuadorBajoAtaque #Ecuador;0;0;1;0;es;319472860;1745540247541121432;AbgJorgeFreireM;https://twitter.com/AbgJorgeFreireM/status/1745559859905352133
Thu Jan 11 21:34:20 +0000 2024;1745559795510268099;@constanzapaler1 #Decreto111 Todo delincuente es terrorista. #ConflictoArmadoInterno  #terrorismo #EcuadorEnGuerra;0;0;0;0;es;541715779;1745531209046749499;textoenvivo;https://twitter.com/textoenvivo/status/1745559795510268099
Thu Jan 11 21:34:13 +0000 2024;1745559766569455657;"#Urgente || Un fuerte contingente policial y militar en Guayaquil, se dirige al sector de Socio Vivienda, donde se encuentran los principales líderes de la banda terrorista Los Tiguerones"".  #EcuadorBajoAtaqueTerrorista  #EcuadorExigeSeguridad  #FuerzaEcuador https://t.co/jMnNQSUmpP""";0;0;0;1;es;1653501300468862994;1745559766569455657;MantanotiEc;https://twitter.com/MantanotiEc/status/1745559766569455657
Thu Jan 11 21:33:53 +0000 2024;1745559682448511160;@ntendenciasec Ese pobre hombre está en la etapa donde los tiranos ven enemigos en todas las personas.   El cuerpo y la mente tienen un límite para el estrés, y la maldad es la mayor causa de ese mal.   La maldad lleva a la paranoia y luego a la locura.   #EcuadorBajoAtaque;0;0;0;1;es;866604931;1745244379004964892;Elnico62;https://twitter.com/Elnico62/status/1745559682448511160
Thu Jan 11 21:33:38 +0000 2024;1745559616035934209;"#Urgente || Un fuerte contingente policial y militar en Guayaquil, se dirige al sector de Socio Vivienda, donde se encuentran los principales líderes de la banda terrorista Los Tiguerones"".  #EcuadorBajoAtaqueTerrorista  #EcuadorExigeSeguridad  #FuerzaEcuador https://t.co/hhQq4F6c50""";0;0;0;5;es;1492576688840097797;1745559616035934209;cronicasmanta;https://twitter.com/cronicasmanta/status/1745559616035934209
Thu Jan 11 21:32:47 +0000 2024;1745559405578342619;"#Urgente || Un fuerte contingente policial y militar en Guayaquil, se dirige al sector de Socio Vivienda, donde se encuentran los principales líderes de la banda terrorista Los Tiguerones"".  #EcuadorBajoAtaqueTerrorista  #EcuadorExigeSeguridad  #FuerzaEcuador https://t.co/PpjS5mNPdV""";2;0;0;13;es;1653608112157229056;1745559405578342619;PrensaEcu;https://twitter.com/PrensaEcu/status/1745559405578342619
Thu Jan 11 21:32:35 +0000 2024;1745559352382050447;"#FotoDelDía &gt &gt 💪🇪🇨🇪🇨 Un niño salió a decirle a un Militar, gracias por cuidarnos"". El militar cogió su manito y le dijo  ""ese fue nuestro juramento""❤️  #EcuadorBajoAtaque #EstadoDeGuerra #FuerzaEcaudor https://t.co/jUWhbscwRg""";1;0;3;30;es;1227772638;1745559352382050447;RadioDinamicaE;https://twitter.com/RadioDinamicaE/status/1745559352382050447
Thu Jan 11 21:32:13 +0000 2024;1745559262120538214;"#URGENTE || Un fuerte contingente policial y militar en Guayaquil, se dirige al sector de Socio Vivienda, donde se encuentran los principales líderes de la banda terrorista Los Tiguerones"".  #EcuadorBajoAtaqueTerrorista  #EcuadorExigeSeguridad  #FuerzaEcuador https://t.co/TZarm3kc78""";1;0;1;9;es;1184333783174209536;1745559262120538214;PoderInforma;https://twitter.com/PoderInforma/status/1745559262120538214
Thu Jan 11 21:31:13 +0000 2024;1745559008377712644;"#Urgente || Un fuerte contingente policial y militar en Guayaquil, se dirige al sector de Socio Vivienda, donde se encuentran los principales líderes de la banda terrorista Los Tiguerones"".  #EcuadorBajoAtaqueTerrorista  #EcuadorExigeSeguridad  #FuerzaEcuador https://t.co/Aib1WQvg6l""";0;0;1;2;es;1692248834045358081;1745559008377712644;JBInforma03;https://twitter.com/JBInforma03/status/1745559008377712644
Thu Jan 11 21:29:41 +0000 2024;1745558624905125985;@lafm Ese pobre hombre está en la etapa donde los tiranos ven enemigos en todas las personas.   El cuerpo y la mente tienen un límite para el estrés, y la maldad es la mayor causa de ese mal.   La maldad lleva a la paranoia y luego a la locura.   #EcuadorBajoAtaque;0;0;1;3;es;866604931;1745443627919417511;Elnico62;https://twitter.com/Elnico62/status/1745558624905125985
Thu Jan 11 21:29:22 +0000 2024;1745558543124627719;Colón Pico, acusado de planear atentado contra la fiscal Diana Salazar, y quien fugó hace pocos días de la cárcel de Riobamba, ofrece entregarse, si el presidente Noboa garantiza su vida. #EcuadorBajoAtaque #EcuadorExigeSeguridad #EcuadorDeMalEnPeor #EcuadorEnGuerra https://t.co/uOkUIPufdj;0;0;0;0;es;1636830760698105857;1745558543124627719;panoramaecuador;https://twitter.com/panoramaecuador/status/1745558543124627719
Thu Jan 11 21:29:00 +0000 2024;1745558450136838270;DETONACION CONTROLADA | Ante la amenaza de bomba en el puente de Guajaló de #QUITO, la Policía del #Ecuador logró neutralizar la situación exitosamente.   #EcuadorBajoAtaque #EcuadorBajoAtaqueTerrorista #Uio https://t.co/FOCyxRdR9I;0;0;0;4;es;1636957911199907840;1745558450136838270;lakronika_ec;https://twitter.com/lakronika_ec/status/1745558450136838270
Thu Jan 11 21:27:44 +0000 2024;1745558134377087194;#Urgente En el Guasmo, Guayaquil, las fuerzas del orden buscan a los terroristas casa por casa.  #EcuadorBajoAtaque #ecuador #ladata https://t.co/E7XwBuEezN;5;12;48;240;es;1720092605961457664;1745558134377087194;ElTinoec;https://twitter.com/ElTinoec/status/1745558134377087194
Thu Jan 11 21:26:46 +0000 2024;1745557889412972563;La felicidad de un niño no tiene precio,   #StarAcademyleLive #EcuadorExigeSeguridad . señores hagamos conciencia! https://t.co/KcTRoBjbTo;0;0;0;0;es;1648103073120673795;1745557889412972563;Juimam91;https://twitter.com/Juimam91/status/1745557889412972563
Thu Jan 11 21:26:40 +0000 2024;1745557866688192693;#Guayaquil , a pesar de la molestia de algunas personas , la policía nacional hizo un operativo en el Guasmo Norte dónde hubo detenidos.  #loslobos #lostiguerones  #noticia #EcuadorBajoAtaque #ecuador https://t.co/RLeOzzJVpy;0;0;0;5;es;1440120559698841602;1745557866688192693;lalineanoticias;https://twitter.com/lalineanoticias/status/1745557866688192693
Thu Jan 11 21:26:37 +0000 2024;1745557851249037786;@elsemanarioec se les acabo la teta a todo narco y correista!! porque los 2 son lo mismo de una vez por todas limpia de la sociedad! y #EcuadorBajoAtaque #Ecuador;0;0;0;0;es;1745123281017970688;1745511002672627858;ELPODERLIBERTAD;https://twitter.com/ELPODERLIBERTAD/status/1745557851249037786
Thu Jan 11 21:26:24 +0000 2024;1745557795544457285;Ya Rabbi aciz kaldık #ProtestWolnychPolakow  #dax18  #EcuadorExigeSeguridad;0;0;0;2;tr;2558852669;1745557795544457285;Alisimsek0101;https://twitter.com/Alisimsek0101/status/1745557795544457285
Thu Jan 11 21:26:22 +0000 2024;1745557789487845518;#Guayaquil , a pesar de la molestia de algunas personas , la policía nacional hizo un operativo en el Guasmo Norte dónde hubo detenidos.  #loslobos #lostiguerones  #noticia #EcuadorBajoAtaque #ecuador https://t.co/dJrmpr00Ag;0;2;4;30;es;1661060896972587033;1745557789487845518;ontvdigital_ec;https://twitter.com/ontvdigital_ec/status/1745557789487845518
Thu Jan 11 21:26:15 +0000 2024;1745557759154643348;#Guayaquil , a pesar de la molestia de algunas personas , la policía nacional hizo un operativo en el Guasmo Norte dónde hubo detenidos.  #loslobos #lostiguerones  #noticia #EcuadorBajoAtaque #ecuador https://t.co/LQk9GSk11H;0;1;3;27;es;1420535071296086019;1745557759154643348;Ecunoticias1;https://twitter.com/Ecunoticias1/status/1745557759154643348
Thu Jan 11 21:26:04 +0000 2024;1745557711738020265;ATENCIÓN | #Machala vuelve a la calma, luego de una falsa amenaza de saqueo, las #FFAA y #PolicíaNacional mantienen el orden en la ciudad y la paz entre los ciudadanos.  #EcuadorBajoAtaque -#MachalaMovil https://t.co/Pbvsf9EusI;0;0;18;84;es;1268738321620045825;1745557711738020265;ecuadorprensaec;https://twitter.com/ecuadorprensaec/status/1745557711738020265
Thu Jan 11 21:25:38 +0000 2024;1745557606318346394;#EcuadorBajoAtaque;0;0;0;0;qht;1745300828724867072;1745557606318346394;Lui_jouiS;https://twitter.com/Lui_jouiS/status/1745557606318346394
Thu Jan 11 21:24:22 +0000 2024;1745557285043134909;"#EcuadorBajoAtaqueTerrorista #EcuadorExigeSeguridad Ecuavisa""""Teleamazonas""""Correa""""Alondra""  LA LUCHA CONTINUA  Qué NADIE se distraiga de EXIGIR a ""Diana Salazar"" que rinda cuentas en casos como  ✅️#ElGranPadrino  ✅️""Leon De Troya"" ✅️Ad Honorens  ✅️Reparto Hospitales. https://t.co/K0GxvYWTTK""";0;0;1;0;es;1263220807930646540;1745557285043134909;guseguemo;https://twitter.com/guseguemo/status/1745557285043134909
Thu Jan 11 21:22:56 +0000 2024;1745556923863232827;Fatma Şahin Ferdi Tayfur #Epsteinadasi Sapık Yahudi Güney Afrika Barış Atay İbra Faul Rasim Mansur Namaz Şehitlerimiz Allah'tan rahmet #ProtestWolnychPolakow #HalaMadrid #BitcoinETF #EcuadorExigeSeguridad CHP Kuzey Irak  #HalaMadrid MHP;0;0;0;0;tr;1693568025436262400;1745556923863232827;hatun_tomr10138;https://twitter.com/hatun_tomr10138/status/1745556923863232827
Thu Jan 11 21:22:40 +0000 2024;1745556858411114807;Fatma Şahin Ferdi Tayfur #Epsteinadasi Sapık Yahudi Güney Afrika Barış Atay İbra Faul Rasim Mansur Namaz Şehitlerimiz Allah'tan rahmet #ProtestWolnychPolakow #HalaMadrid #BitcoinETF #EcuadorExigeSeguridad CHP Kuzey Irak;0;0;0;0;tr;1693568025436262400;1745556858411114807;hatun_tomr10138;https://twitter.com/hatun_tomr10138/status/1745556858411114807
Thu Jan 11 21:22:00 +0000 2024;1745556691628790092;"#Urgente || Alias Chiquito"", uno de los cabecillas de Los Tiguerones, fue detenido en Esmeraldas tras un enfrentamiento armado contra efectivos de las #FFAA. #EcuadorBajoAtaque  #EcuadorExigeSeguridad https://t.co/F2vA8xWlJW""";0;0;0;7;es;1653608112157229056;1745556691628790092;PrensaEcu;https://twitter.com/PrensaEcu/status/1745556691628790092
Thu Jan 11 21:21:56 +0000 2024;1745556671730958565;#EcuadorBajoAtaque Desde BitcoinWhite esperemos que se solucionen ya los problemas de este gran país.;0;0;0;0;es;1738650410007527424;1745556671730958565;BitcoinWhite_es;https://twitter.com/BitcoinWhite_es/status/1745556671730958565
Thu Jan 11 21:21:15 +0000 2024;1745556499621892423;Fake News | Noticias Falsas #EcuadorBajoAtaque #EcuadorExigeSeguridad #QuitoSeguro @redcoplatam https://t.co/2GlTvlXOtA;0;0;0;0;pt;177217287;1745556499621892423;GabrielFlores_a;https://twitter.com/GabrielFlores_a/status/1745556499621892423
Thu Jan 11 21:21:08 +0000 2024;1745556470215631267;"#Urgente || Alias Chiquito"", uno de los cabecillas de Los Tiguerones, fue detenido en Esmeraldas tras un enfrentamiento armado contra efectivos de las #FFAA.  #EcuadorBajoAtaque  #EcuadorExigeSeguridad  #FuerzaEcuador https://t.co/uW2bnywBsE""";0;0;0;5;es;1692248834045358081;1745556470215631267;JBInforma03;https://twitter.com/JBInforma03/status/1745556470215631267
Thu Jan 11 21:21:00 +0000 2024;1745556437147832693;#EcuadorBajoAtaque  #EcuadorExigeSeguridad  #QuitoSeguro https://t.co/ie3xpTom1g;0;0;0;0;qme;1336086301855133696;1745556437147832693;ha_resucitado;https://twitter.com/ha_resucitado/status/1745556437147832693
Thu Jan 11 21:20:48 +0000 2024;1745556388837728591;@JuanRamonCast12 @AnaVerg81477323 Esto tiene lógica, ahora se puede entender el porque a pesar de tanta masacre en las cárceles la Bala Romo y Lasso nunca hicieron nada! Que bueno que Noboa no es amigo de la PokeRomo. #EcuadorBajoAtaque #EcuadorExigeSeguridad  https://t.co/D6qvmYDJ65;0;0;0;0;es;349713622;1745264532115669224;Ruminahui1973;https://twitter.com/Ruminahui1973/status/1745556388837728591
Thu Jan 11 21:20:12 +0000 2024;1745556239168213034;#EpsteinClientList  #Epsteinadasi  New York Yahudilerin Bill Gates #HalaMadrid #EcuadorExigeSeguridad Şehitlerimiz Allah'tan rahmet;0;0;0;0;tr;1693571467663777792;1745556239168213034;Engin260250;https://twitter.com/Engin260250/status/1745556239168213034
Thu Jan 11 21:20:07 +0000 2024;1745556214912630902;#Urgente ! Hace unos  momentos delincuentes se metieron a robar a una metrovia a la altura del hospital del niño.   #guayaquil #tiguerones #loslobos #EcuadorBajoAtaque https://t.co/HjI26OdQ6g;0;0;2;8;es;1440120559698841602;1745556214912630902;lalineanoticias;https://twitter.com/lalineanoticias/status/1745556214912630902
Thu Jan 11 21:19:54 +0000 2024;1745556159900098633;🔴 En Socio Vivienda 2, la @PoliciaEcuador ha eliminado murales del 'Comandante Willy', líder del grupo terrorista #Lostiguerones  #loslobos #guayaquil #noticias #noboa #ecuador #EcuadorBajoAtaque https://t.co/wM6Yp0eukP;0;0;6;50;es;1661060896972587033;1745556159900098633;ontvdigital_ec;https://twitter.com/ontvdigital_ec/status/1745556159900098633
Thu Jan 11 21:19:53 +0000 2024;1745556158792798646;#ONU #EcuadorBajoAtaque https://t.co/tTs5OW7YkY;0;0;0;0;qme;1254361337947439112;1745556158792798646;Rubiopicaron;https://twitter.com/Rubiopicaron/status/1745556158792798646
Thu Jan 11 21:19:46 +0000 2024;1745556128929325385;🔴 En Socio Vivienda 2, la @PoliciaEcuador ha eliminado murales del 'Comandante Willy', líder del grupo terrorista #Lostiguerones  #loslobos #guayaquil #noticias #noboa #ecuador #EcuadorBajoAtaque https://t.co/yQrI5qqABk;0;0;0;3;es;1440120559698841602;1745556128929325385;lalineanoticias;https://twitter.com/lalineanoticias/status/1745556128929325385
Thu Jan 11 21:19:20 +0000 2024;1745556020095484374;🔴 En Socio Vivienda 2, la @PoliciaEcuador ha eliminado murales del 'Comandante Willy', líder del grupo terrorista #Lostiguerones  #loslobos #guayaquil #noticias #noboa #ecuador #EcuadorBajoAtaque https://t.co/6nylf1iW7x;1;0;8;97;es;1420535071296086019;1745556020095484374;Ecunoticias1;https://twitter.com/Ecunoticias1/status/1745556020095484374
Thu Jan 11 21:19:16 +0000 2024;1745556000571085067;Que vergüenza los militares de Venezuela #EcuadorBajoAtaque;0;0;0;0;es;1259699096329154560;1745556000571085067;Libremicaro;https://twitter.com/Libremicaro/status/1745556000571085067
Thu Jan 11 21:18:29 +0000 2024;1745555805795999934;We are the right ones for that assignment. Hurry,work with us now,we deliver quality always! #thesis #homework #editing #proofreading Dm us,we waiting!! #NickSaban #Alabama #Seahawks #RollTide       #HunterBiden #Kirby #collegefootball #HalaMadrid #ETF #EcuadorEnGuerra;0;0;0;2;en;1520097689895120899;1745555805795999934;Gregory_essays;https://twitter.com/Gregory_essays/status/1745555805795999934
Thu Jan 11 21:17:10 +0000 2024;1745555472449491019;@asta0477 No hay arreglo con esta gente maldita sinceramente estos nacieron sin oxígeno dan asco y vergüenza  #ElPaisOLaMafia  #EcuadorExigeSeguridad;0;0;0;4;es;1445107789936963587;1745547372329857492;AliciaPrias3;https://twitter.com/AliciaPrias3/status/1745555472449491019
Thu Jan 11 21:16:44 +0000 2024;1745555363074625891;Par de ineptos .....! #EcuadorDeMalEnPeor  #EcuadorExigeSeguridad https://t.co/MpsWDhAFbO;0;0;0;0;es;725161138523090944;1745555363074625891;salvatorejam1;https://twitter.com/salvatorejam1/status/1745555363074625891
Thu Jan 11 21:15:56 +0000 2024;1745555163966824611;#Urgente ! Hace unos  momentos delincuentes se metieron a robar a una metrovia a la altura del hospital del niño.   #guayaquil #tiguerones #loslobos #EcuadorBajoAtaque https://t.co/VI4Z7dD4hV;0;0;11;47;es;1420535071296086019;1745555163966824611;Ecunoticias1;https://twitter.com/Ecunoticias1/status/1745555163966824611
Thu Jan 11 21:15:51 +0000 2024;1745555143230107980;Oye, @DrManuelMonsalv, cómo decía ud ayer? Que no hay carteles en Chile? Educadamente, estaré en desacuerdo con ud...🤬🤬🤬 #EcuadorBajoAtaque  #GobiernoDeInutiles;0;2;37;43;es;2209329607;1745555143230107980;aldunatefran;https://twitter.com/aldunatefran/status/1745555143230107980
Thu Jan 11 21:15:33 +0000 2024;1745555068022087750;A TODO TERRORISTA /NARCO O DELINCUENTE TIENEN 2 OPCIONES : LA CARCEL O AL INFIERNO! #EcuadorBajoAtaque #Ecuador;0;0;0;0;es;1745123281017970688;1745555068022087750;ELPODERLIBERTAD;https://twitter.com/ELPODERLIBERTAD/status/1745555068022087750
Thu Jan 11 21:14:04 +0000 2024;1745554692891910458;@ronald_collante fuerza Ecuador!! Espero que todo se arregle pronto #EcuadorBajoAtaque;0;0;0;3;es;82377689;1745554692891910458;chitolas34;https://twitter.com/chitolas34/status/1745554692891910458
Thu Jan 11 21:14:03 +0000 2024;1745554691247796463;#Urgente ! Hace unos  momentos delincuentes se metieron a robar a una metrovia a la altura del hospital del niño.   #guayaquil #tiguerones #loslobos #EcuadorBajoAtaque https://t.co/c4mLoAiWv6;0;1;5;59;es;1661060896972587033;1745554691247796463;ontvdigital_ec;https://twitter.com/ontvdigital_ec/status/1745554691247796463
Thu Jan 11 21:13:53 +0000 2024;1745554648608526393;@eduardomenoni @ALBERTOHENAO4 Está detrás de la conmoción q sufre #EcuadorBajoAtaque , él es responsable y ha de tener financistas q todos sabemos quiénes son, a quienes les conviene q Ecuador siga la mano dl socialismo dl siglo 21;0;0;0;1;es;1056541605912551425;1745470376321102046;gonzalo_pp2;https://twitter.com/gonzalo_pp2/status/1745554648608526393
Thu Jan 11 21:13:28 +0000 2024;1745554541553111054;#EcuadorBajoAtaque #ColonPico   Colón Pico  Busca Entregarce Pero Pide garantías de seguridad a Daniel Noboa  https://t.co/CmCKYa7JJv;0;0;0;0;es;1257478230350708736;1745554541553111054;HSPORTSEC;https://twitter.com/HSPORTSEC/status/1745554541553111054
Thu Jan 11 21:12:45 +0000 2024;1745554361005039760;"🇪🇨#ULTIMOMINUTO  #ATENCIÓN #EcuadorBajoAtaque  #Guayaquil agentes de la policía Nacional y miembros de las fuerzas armadas se dirigen al sector de Socio vivienda en donde darán captura con líderes #narco #terrorista Los Tiguerones"". https://t.co/NXBdi4NNeV""";0;0;0;7;es;1651797400363696128;1745554361005039760;NotiDebatientes;https://twitter.com/NotiDebatientes/status/1745554361005039760
Thu Jan 11 21:12:20 +0000 2024;1745554258076782786;It’s tricky to prove allegations for actions that don’t have a plan or have an unexplainable behavior: https://t.co/w1othAuVcs #HalaMadrid #HanumanOnJan12th #HanuManRAMpage #international_justice_Court #ProtestWolnychPolakow #Qatar #EcuadorBajoAtaque #EcuadorExigeSeguridad #MAGA;0;0;0;0;en;720654615096791040;1745554258076782786;mbatifamily;https://twitter.com/mbatifamily/status/1745554258076782786
Thu Jan 11 21:11:45 +0000 2024;1745554112844902693;"Guayaquil ( Alborada y otros sectores ) inundada y en Estado de Guerra"".  INTERAGUA  cortando el agua a los que no pueden pagar a tiempo !!!   No sólo es abuso. Es indolencia.  @AquilesDAH @DEFENSORIAEC #EstadoDeGuerra #EcuadorBajoAtaque #Guayaquil""";0;0;2;2;es;1083589356126912512;1745554112844902693;Efuentesec;https://twitter.com/Efuentesec/status/1745554112844902693
Thu Jan 11 21:11:33 +0000 2024;1745554059786965079;🇪🇨|Daniel Noboa, el mandatario ecuatoriano, anuncia la creación de instalaciones penitenciarias específicas para terroristas en las localidades de Pastaza y Santa Elena.  #EcuadorBajoAtaque  #EcuadorExigeSeguridad #Noticias https://t.co/gcQfhLxyKS;0;0;1;3;es;1712807621558693888;1745554059786965079;NotiAlertaa;https://twitter.com/NotiAlertaa/status/1745554059786965079
Thu Jan 11 21:11:26 +0000 2024;1745554031433445805;Con firmeza!!!🇪🇨👏🏻👏🏻👏🏻👏🏻 Que Dios lo bendiga Presidente @DanielNoboaOk #EcuadorBajoAtaqueTerrorista #EcuadorBajoAtaque #EcuadorEnGuerra https://t.co/ZCv8BjZ2LF;0;0;0;2;es;985317668;1745554031433445805;GbiDyu;https://twitter.com/GbiDyu/status/1745554031433445805
Thu Jan 11 21:10:28 +0000 2024;1745553787392041052;Cuando defiendes los derechos de los DElincuentes en ECUADOR  3 Doritos después.... #EcuadorBajoAtaque https://t.co/cRVw6HRN19;0;0;0;2;es;1650062085307486209;1745553787392041052;Paulo19907777;https://twitter.com/Paulo19907777/status/1745553787392041052
Thu Jan 11 21:10:45 +0000 2024;1745553859991216537;#FelizJuevesParaTodos  Antorcha gestiona servicios públicos para la colonia Morelos La unión y organización de la población, instrumentos para transformar la realidad social.  Infórmate aquí: https://t.co/80VHx5zN05 #EcuadorExigeSeguridad https://t.co/JmqTgakFxT;0;0;2;1;es;1977253788;1745553859991216537;AntorchaNoro;https://twitter.com/AntorchaNoro/status/1745553859991216537
Thu Jan 11 21:10:05 +0000 2024;1745553691589972328;Dije que descansaría con las décimas pero se me van los dedos. #EcuadorBajoAtaqueTerrorista;0;2;5;24;es;1627032919;1745553691589972328;PianoNocturno;https://twitter.com/PianoNocturno/status/1745553691589972328
Thu Jan 11 21:09:24 +0000 2024;1745553519560597768;Nereden bakarsan KRAL adam... Nereden bakarsan MALATYA'LI... #ProtestWolnychPolakow #해피_됴데이_2024 #remaniement #BitcoinETF #HalaMadrid #EcuadorBajoAtaque #EcuadorBajoAtaque #Bitcoin https://t.co/bAk3FoOWr0;0;2;0;8;tr;1404389345486848001;1745553519560597768;44LAKASKA;https://twitter.com/44LAKASKA/status/1745553519560597768
Thu Jan 11 21:09:24 +0000 2024;1745553518390374632;@ONUecuador @ONU_es @CIDH una muestra más de que ustedes no defienden a las víctimas solo a los victimarios asesinos!, son de las organizaciones más podridas y corruptas que puede tener la humanidad en estos momentos! Valen harta Verga! 🤬  #EcuadorBajoAtaque #EcuadorEnGuerra;0;0;0;0;es;703780153;1745553518390374632;nateriver93;https://twitter.com/nateriver93/status/1745553518390374632
Thu Jan 11 21:08:48 +0000 2024;1745553367156330880;"Que horror el señor @lcvelez y así sale a llorar y decir que atacaron el  periodismo"". Que vergüenza con este remedo de periodismo que hoy se siente valiente y señala desde un micrófono, que falta de profesionalidad. #EcuadorBajoAtaque #EcuadorExigeSeguridad #QuitoSeguro""";0;0;1;1;es;798242165197520896;1745553367156330880;HoyosYoiner;https://twitter.com/HoyosYoiner/status/1745553367156330880
